NUTS;GIVENNAME;COUNT;RANKING;SEX;YEAR
DEA2D002;Marie;49;1;female;2013
DEA2D002;Sophie;46;2;female;2013
DEA2D002;Maria;44;3;female;2013
DEA2D002;Mia;33;4;female;2013
DEA2D002;Katharina;26;5;female;2013
DEA2D002;Sophia;25;6;female;2013
DEA2D002;Emma;24;7;female;2013
DEA2D002;Emilia;23;8;female;2013
DEA2D002;Johanna;23;8;female;2013
DEA2D002;Anna;22;10;female;2013
DEA2D002;Emily;18;11;female;2013
DEA2D002;Charlotte;17;12;female;2013
DEA2D002;Hannah;16;13;female;2013
DEA2D002;Lena;16;13;female;2013
DEA2D002;Elisa;15;15;female;2013
DEA2D002;Leonie;15;15;female;2013
DEA2D002;Greta;14;17;female;2013
DEA2D002;Jana;14;17;female;2013
DEA2D002;Amelie;13;19;female;2013
DEA2D002;Laura;13;19;female;2013
DEA2D002;Lina;13;19;female;2013
DEA2D002;Marlene;13;19;female;2013
DEA2D002;Hanna;12;23;female;2013
DEA2D002;Luisa;12;23;female;2013
DEA2D002;Pauline;12;23;female;2013
DEA2D002;Elisabeth;11;26;female;2013
DEA2D002;Ida;11;26;female;2013
DEA2D002;Lara;11;26;female;2013
DEA2D002;Lisa;11;26;female;2013
DEA2D002;Mila;11;26;female;2013
DEA2D002;Paula;11;26;female;2013
DEA2D002;Sofia;11;26;female;2013
DEA2D002;Victoria;11;26;female;2013
DEA2D002;Lotta;10;34;female;2013
DEA2D002;Clara;9;35;female;2013
DEA2D002;Julia;9;35;female;2013
DEA2D002;Lea;9;35;female;2013
DEA2D002;Leni;9;35;female;2013
DEA2D002;Viktoria;9;35;female;2013
DEA2D002;Helena;8;40;female;2013
DEA2D002;Josefine;8;40;female;2013
DEA2D002;Lia;8;40;female;2013
DEA2D002;Maja;8;40;female;2013
DEA2D002;Pia;8;40;female;2013
DEA2D002;Amélie;7;45;female;2013
DEA2D002;Ella;7;45;female;2013
DEA2D002;Eva;7;45;female;2013
DEA2D002;Finja;7;45;female;2013
DEA2D002;Klara;7;45;female;2013
DEA2D002;Louisa;7;45;female;2013
DEA2D002;Malou;7;45;female;2013
DEA2D002;Maya;7;45;female;2013
DEA2D002;Nele;7;45;female;2013
DEA2D002;Nora;7;45;female;2013
DEA2D002;Sarah;7;45;female;2013
DEA2D002;Zoé;7;45;female;2013
DEA2D002;Carla;6;57;female;2013
DEA2D002;Frida;6;57;female;2013
DEA2D002;Magdalena;6;57;female;2013
DEA2D002;Martha;6;57;female;2013
DEA2D002;Mathilda;6;57;female;2013
DEA2D002;Mina;6;57;female;2013
DEA2D002;Mira;6;57;female;2013
DEA2D002;Mona;6;57;female;2013
DEA2D002;Alexandra;5;65;female;2013
DEA2D002;Antonia;5;65;female;2013
DEA2D002;Claire;5;65;female;2013
DEA2D002;Elena;5;65;female;2013
DEA2D002;Elif;5;65;female;2013
DEA2D002;Ellen;5;65;female;2013
DEA2D002;Franziska;5;65;female;2013
DEA2D002;Helene;5;65;female;2013
DEA2D002;Henriette;5;65;female;2013
DEA2D002;Isabelle;5;65;female;2013
DEA2D002;Joleen;5;65;female;2013
DEA2D002;Jolie;5;65;female;2013
DEA2D002;Jule;5;65;female;2013
DEA2D002;Lilly;5;65;female;2013
DEA2D002;Liv;5;65;female;2013
DEA2D002;Michelle;5;65;female;2013
DEA2D002;Olivia;5;65;female;2013
DEA2D002;Sofie;5;65;female;2013
DEA2D002;Amina;4;83;female;2013
DEA2D002;Barbara;4;83;female;2013
DEA2D002;Carlotta;4;83;female;2013
DEA2D002;Elina;4;83;female;2013
DEA2D002;Erika;4;83;female;2013
DEA2D002;Fiona;4;83;female;2013
DEA2D002;Isabella;4;83;female;2013
DEA2D002;Jasmin;4;83;female;2013
DEA2D002;Louise;4;83;female;2013
DEA2D002;Lucia;4;83;female;2013
DEA2D002;Luise;4;83;female;2013
DEA2D002;Luna;4;83;female;2013
DEA2D002;Lynn;4;83;female;2013
DEA2D002;Marleen;4;83;female;2013
DEA2D002;Melina;4;83;female;2013
DEA2D002;Nelly;4;83;female;2013
DEA2D002;Sara;4;83;female;2013
DEA2D002;Valentina;4;83;female;2013
DEA2D002;Zeynep;4;83;female;2013
DEA2D002;Zoey;4;83;female;2013
DEA2D002;Alina;3;103;female;2013
DEA2D002;Alissa;3;103;female;2013
DEA2D002;Amara;3;103;female;2013
DEA2D002;Amely;3;103;female;2013
DEA2D002;Amy;3;103;female;2013
DEA2D002;Anastasia;3;103;female;2013
DEA2D002;Angelina;3;103;female;2013
DEA2D002;Anita;3;103;female;2013
DEA2D002;Anne;3;103;female;2013
DEA2D002;Anouk;3;103;female;2013
DEA2D002;Ava;3;103;female;2013
DEA2D002;Cara;3;103;female;2013
DEA2D002;Christina;3;103;female;2013
DEA2D002;Daniela;3;103;female;2013
DEA2D002;Frieda;3;103;female;2013
DEA2D002;Helga;3;103;female;2013
DEA2D002;Isabel;3;103;female;2013
