NUTS;GIVENNAME;COUNT;RANKING;SEX;YEAR
DE212;Anna;119;1;female;2014
DE212;Emma;113;2;female;2014
DE212;Emilia;109;3;female;2014
DE212;Marie;85;4;female;2014
DE212;Sophia;84;5;female;2014
DE212;Johanna;83;6;female;2014
DE212;Amelie;74;7;female;2014
DE212;Charlotte;74;7;female;2014
DE212;Mia;74;7;female;2014
DE212;Sophie;73;10;female;2014
DE212;Lena;70;11;female;2014
DE212;Julia;65;12;female;2014
DE212;Clara;64;13;female;2014
DE212;Laura;64;13;female;2014
DE212;Lea;64;13;female;2014
DE212;Luisa;59;16;female;2014
DE212;Hannah;57;17;female;2014
DE212;Sarah;52;18;female;2014
DE212;Lara;50;19;female;2014
DE212;Magdalena;50;19;female;2014
DE212;Ella;49;21;female;2014
DE212;Greta;49;21;female;2014
DE212;Mila;49;21;female;2014
DE212;Theresa;49;21;female;2014
DE212;Maria;48;25;female;2014
DE212;Sara;48;25;female;2014
DE212;Hanna;46;27;female;2014
DE212;Helena;46;27;female;2014
DE212;Antonia;45;29;female;2014
DE212;Marlene;44;30;female;2014
DE212;Paula;44;30;female;2014
DE212;Emily;41;32;female;2014
DE212;Valentina;41;32;female;2014
DE212;Ida;40;34;female;2014
DE212;Elisa;37;35;female;2014
DE212;Isabella;36;36;female;2014
DE212;Mathilda;36;36;female;2014
DE212;Sofia;36;36;female;2014
DE212;Maya;34;39;female;2014
DE212;Frida;33;40;female;2014
DE212;Leni;33;40;female;2014
DE212;Lina;33;40;female;2014
DE212;Maja;32;43;female;2014
DE212;Matilda;32;43;female;2014
DE212;Nora;32;43;female;2014
DE212;Klara;31;46;female;2014
DE212;Victoria;31;46;female;2014
DE212;Katharina;30;48;female;2014
DE212;Lisa;30;48;female;2014
DE212;Elena;29;50;female;2014
DE212;Carla;28;51;female;2014
DE212;Melina;28;51;female;2014
DE212;Zoe;28;51;female;2014
DE212;Viktoria;27;54;female;2014
DE212;Leonie;26;55;female;2014
DE212;Lilly;26;55;female;2014
DE212;Alina;25;57;female;2014
DE212;Annika;25;57;female;2014
DE212;Louisa;25;57;female;2014
DE212;Nina;24;60;female;2014
DE212;Alma;23;61;female;2014
DE212;Elisabeth;23;61;female;2014
DE212;Luise;22;63;female;2014
DE212;Olivia;22;63;female;2014
DE212;Pia;22;63;female;2014
DE212;Eva;21;66;female;2014
DE212;Franziska;21;66;female;2014
DE212;Lotta;21;66;female;2014
DE212;Lucia;21;66;female;2014
DE212;Pauline;21;66;female;2014
DE212;Anastasia;20;71;female;2014
DE212;Aurelia;19;72;female;2014
DE212;Josephine;19;72;female;2014
DE212;Carlotta;18;74;female;2014
DE212;Alexandra;17;75;female;2014
DE212;Frieda;17;75;female;2014
DE212;Josefine;17;75;female;2014
DE212;Lia;17;75;female;2014
DE212;Miriam;17;75;female;2014
DE212;Ava;16;80;female;2014
DE212;Emilie;16;80;female;2014
DE212;Helene;16;80;female;2014
DE212;Mira;16;80;female;2014
DE212;Romy;16;80;female;2014
DE212;Rosalie;16;80;female;2014
DE212;Selina;16;80;female;2014
DE212;Amelia;15;87;female;2014
DE212;Elif;15;87;female;2014
DE212;Karla;15;87;female;2014
DE212;Luna;15;87;female;2014
DE212;Paulina;15;87;female;2014
DE212;Stella;15;87;female;2014
DE212;Valerie;15;87;female;2014
DE212;Chiara;14;94;female;2014
