NUTS;GIVENNAME;COUNT;RANKING;SEX;YEAR
DEA1F048;Ben;16;1;male;2012
DEA1F048;Elias;11;2;male;2012
DEA1F048;Finn;8;3;male;2012
DEA1F048;Lukas;8;3;male;2012
DEA1F048;Noah;8;3;male;2012
DEA1F048;Paul;8;3;male;2012
DEA1F048;Max;7;7;male;2012
DEA1F048;Julian;6;8;male;2012
DEA1F048;Leon;6;8;male;2012
DEA1F048;Maximilian;6;8;male;2012
DEA1F048;Tom;6;8;male;2012
DEA1F048;Ali;5;12;male;2012
DEA1F048;Henry;5;12;male;2012
DEA1F048;Joel;5;12;male;2012
DEA1F048;Jonas;5;12;male;2012
DEA1F048;Luca;5;12;male;2012
DEA1F048;Simon;5;12;male;2012
DEA1F048;Anton;4;18;male;2012
DEA1F048;Erik;4;18;male;2012
DEA1F048;Fabio;4;18;male;2012
DEA1F048;Felix;4;18;male;2012
DEA1F048;Jakob;4;18;male;2012
DEA1F048;Jannis;4;18;male;2012
DEA1F048;Justus;4;18;male;2012
DEA1F048;Levi;4;18;male;2012
DEA1F048;Louis;4;18;male;2012
DEA1F048;Matteo;4;18;male;2012
DEA1F048;Robin;4;18;male;2012
DEA1F048;Samuel;4;18;male;2012
DEA1F048;Benedikt;3;30;male;2012
DEA1F048;Benjamin;3;30;male;2012
DEA1F048;Collin;3;30;male;2012
DEA1F048;Dean;3;30;male;2012
DEA1F048;Dennis;3;30;male;2012
DEA1F048;Florian;3;30;male;2012
DEA1F048;Hannes;3;30;male;2012
DEA1F048;Henri;3;30;male;2012
DEA1F048;Jannes;3;30;male;2012
DEA1F048;Lennard;3;30;male;2012
DEA1F048;Lennart;3;30;male;2012
DEA1F048;Lennox;3;30;male;2012
DEA1F048;Liam;3;30;male;2012
DEA1F048;Mats;3;30;male;2012
DEA1F048;Mika;3;30;male;2012
DEA1F048;Muhammed;3;30;male;2012
DEA1F048;Nicolas;3;30;male;2012
DEA1F048;Ole;3;30;male;2012
DEA1F048;Philip;3;30;male;2012
DEA1F048;Rafael;3;30;male;2012
DEA1F048;Tyler;3;30;male;2012
DEA1F048;Aaron;2;51;male;2012
DEA1F048;Alexander;2;51;male;2012
DEA1F048;Amin;2;51;male;2012
DEA1F048;Andreas;2;51;male;2012
DEA1F048;Daniel;2;51;male;2012
DEA1F048;Dante;2;51;male;2012
DEA1F048;Darian;2;51;male;2012
DEA1F048;David;2;51;male;2012
DEA1F048;Emil;2;51;male;2012
DEA1F048;Fernando;2;51;male;2012
DEA1F048;Filip;2;51;male;2012
DEA1F048;Finley;2;51;male;2012
DEA1F048;Gabriel;2;51;male;2012
DEA1F048;Henrik;2;51;male;2012
DEA1F048;Jaden;2;51;male;2012
DEA1F048;Jake;2;51;male;2012
DEA1F048;Jan;2;51;male;2012
DEA1F048;Jannik;2;51;male;2012
DEA1F048;Jeremy;2;51;male;2012
DEA1F048;Jerome;2;51;male;2012
DEA1F048;Johann;2;51;male;2012
DEA1F048;Johannes;2;51;male;2012
DEA1F048;Joschua;2;51;male;2012
DEA1F048;Kaan;2;51;male;2012
DEA1F048;Lars;2;51;male;2012
DEA1F048;Lenny;2;51;male;2012
DEA1F048;Lian;2;51;male;2012
DEA1F048;Linus;2;51;male;2012
DEA1F048;Lucas;2;51;male;2012
DEA1F048;Luis;2;51;male;2012
DEA1F048;Luke;2;51;male;2012
DEA1F048;Malik;2;51;male;2012
DEA1F048;Marlon;2;51;male;2012
DEA1F048;Mattis;2;51;male;2012
DEA1F048;Mick;2;51;male;2012
DEA1F048;Milan;2;51;male;2012
DEA1F048;Milo;2;51;male;2012
DEA1F048;Moritz;2;51;male;2012
DEA1F048;Nick;2;51;male;2012
DEA1F048;Nico;2;51;male;2012
DEA1F048;Nikita;2;51;male;2012
DEA1F048;Niklas;2;51;male;2012
DEA1F048;Nils;2;51;male;2012
DEA1F048;Peter;2;51;male;2012
DEA1F048;Phil;2;51;male;2012
DEA1F048;Philipp;2;51;male;2012
DEA1F048;Piet;2;51;male;2012
DEA1F048;Richard;2;51;male;2012
DEA1F048;Sascha;2;51;male;2012
DEA1F048;Toni;2;51;male;2012
DEA1F048;Yassin;2;51;male;2012
DEA1F048;Acala;1;102;male;2012
DEA1F048;Adalbert;1;102;male;2012
DEA1F048;Adriano;1;102;male;2012
DEA1F048;Aki;1;102;male;2012
DEA1F048;Alfred;1;102;male;2012
DEA1F048;Alpay;1;102;male;2012
DEA1F048;Alperen;1;102;male;2012
DEA1F048;Amirali;1;102;male;2012
DEA1F048;Andrei;1;102;male;2012
DEA1F048;André;1;102;male;2012
DEA1F048;Antonius;1;102;male;2012
DEA1F048;Aras;1;102;male;2012
DEA1F048;Ares;1;102;male;2012
DEA1F048;Argjend;1;102;male;2012
DEA1F048;Armin;1;102;male;2012
DEA1F048;Arnoldus;1;102;male;2012
DEA1F048;Atay;1;102;male;2012
DEA1F048;Balthasar;1;102;male;2012
DEA1F048;Bame;1;102;male;2012
DEA1F048;Bastian;1;102;male;2012
DEA1F048;Ben-Lennox;1;102;male;2012
DEA1F048;Berat;1;102;male;2012
DEA1F048;Bernhard;1;102;male;2012
DEA1F048;Bjarne;1;102;male;2012
DEA1F048;Bruce;1;102;male;2012
DEA1F048;Burak;1;102;male;2012
DEA1F048;Béla;1;102;male;2012
DEA1F048;Can;1;102;male;2012
DEA1F048;Cedrik;1;102;male;2012
DEA1F048;Cem;1;102;male;2012
DEA1F048;Cemil;1;102;male;2012
DEA1F048;Cenk;1;102;male;2012
DEA1F048;Charles;1;102;male;2012
DEA1F048;Chris;1;102;male;2012
DEA1F048;Christian;1;102;male;2012
DEA1F048;Christiano;1;102;male;2012
DEA1F048;Christopher;1;102;male;2012
DEA1F048;Christos;1;102;male;2012
DEA1F048;Colin;1;102;male;2012
DEA1F048;Conner;1;102;male;2012
DEA1F048;Connor;1;102;male;2012
DEA1F048;Cosimo;1;102;male;2012
DEA1F048;Daemion;1;102;male;2012
DEA1F048;Damian;1;102;male;2012
DEA1F048;Danil;1;102;male;2012
DEA1F048;Dave;1;102;male;2012
DEA1F048;Davin;1;102;male;2012
DEA1F048;Dejan;1;102;male;2012
DEA1F048;Delian;1;102;male;2012
DEA1F048;Denis;1;102;male;2012
DEA1F048;Devin;1;102;male;2012
