NUTS;GIVENNAME;COUNT;RANKING;SEX;YEAR
DEA1F048;Ben;15;1;male;2011
DEA1F048;Paul;14;2;male;2011
DEA1F048;Luca;13;3;male;2011
DEA1F048;Tom;11;4;male;2011
DEA1F048;Elias;10;5;male;2011
DEA1F048;Leo;9;6;male;2011
DEA1F048;Leon;9;6;male;2011
DEA1F048;Alexander;8;8;male;2011
DEA1F048;Jonas;8;8;male;2011
DEA1F048;Max;8;8;male;2011
DEA1F048;Jan;7;11;male;2011
DEA1F048;Niklas;7;11;male;2011
DEA1F048;David;6;13;male;2011
DEA1F048;Fynn;6;13;male;2011
DEA1F048;Jakob;6;13;male;2011
DEA1F048;Justus;6;13;male;2011
DEA1F048;Luis;6;13;male;2011
DEA1F048;Mika;6;13;male;2011
DEA1F048;Noah;6;13;male;2011
DEA1F048;Fabian;5;20;male;2011
DEA1F048;Lukas;5;20;male;2011
DEA1F048;Moritz;5;20;male;2011
DEA1F048;Nick;5;20;male;2011
DEA1F048;Samuel;5;20;male;2011
DEA1F048;Adrian;4;25;male;2011
DEA1F048;Felix;4;25;male;2011
DEA1F048;Finn;4;25;male;2011
DEA1F048;Julius;4;25;male;2011
DEA1F048;Levi;4;25;male;2011
DEA1F048;Linus;4;25;male;2011
DEA1F048;Luke;4;25;male;2011
DEA1F048;Marlon;4;25;male;2011
DEA1F048;Mats;4;25;male;2011
DEA1F048;Maximilian;4;25;male;2011
DEA1F048;Nico;4;25;male;2011
DEA1F048;Nils;4;25;male;2011
DEA1F048;Philipp;4;25;male;2011
DEA1F048;Till;4;25;male;2011
DEA1F048;Alessandro;3;39;male;2011
DEA1F048;Cedric;3;39;male;2011
DEA1F048;Christian;3;39;male;2011
DEA1F048;Daniel;3;39;male;2011
DEA1F048;Erik;3;39;male;2011
DEA1F048;Florian;3;39;male;2011
DEA1F048;Fynn-Luca;3;39;male;2011
DEA1F048;Gabriel;3;39;male;2011
DEA1F048;Henri;3;39;male;2011
DEA1F048;Jannes;3;39;male;2011
DEA1F048;Jayden;3;39;male;2011
DEA1F048;Joel;3;39;male;2011
DEA1F048;Jonah;3;39;male;2011
DEA1F048;Julian;3;39;male;2011
DEA1F048;Kilian;3;39;male;2011
DEA1F048;Lennard;3;39;male;2011
DEA1F048;Louis;3;39;male;2011
DEA1F048;Marcel;3;39;male;2011
DEA1F048;Maurice;3;39;male;2011
DEA1F048;Phil;3;39;male;2011
DEA1F048;Simon;3;39;male;2011
DEA1F048;Tim;3;39;male;2011
DEA1F048;Vincent;3;39;male;2011
DEA1F048;Antonio;2;62;male;2011
DEA1F048;Arne;2;62;male;2011
DEA1F048;Benedikt;2;62;male;2011
DEA1F048;Bent;2;62;male;2011
DEA1F048;Dan;2;62;male;2011
DEA1F048;Efe;2;62;male;2011
DEA1F048;Emil;2;62;male;2011
DEA1F048;Emilio;2;62;male;2011
DEA1F048;Franz;2;62;male;2011
DEA1F048;Hasan;2;62;male;2011
DEA1F048;Jason;2;62;male;2011
DEA1F048;Jasper;2;62;male;2011
DEA1F048;Jeremy;2;62;male;2011
DEA1F048;Jona;2;62;male;2011
DEA1F048;Jonathan;2;62;male;2011
DEA1F048;Josef;2;62;male;2011
DEA1F048;Joshua;2;62;male;2011
DEA1F048;Justin;2;62;male;2011
DEA1F048;Kjell;2;62;male;2011
DEA1F048;Lennart;2;62;male;2011
DEA1F048;Lennox;2;62;male;2011
DEA1F048;Leonard;2;62;male;2011
DEA1F048;Lucien;2;62;male;2011
DEA1F048;Malik;2;62;male;2011
DEA1F048;Marian;2;62;male;2011
DEA1F048;Matteo;2;62;male;2011
DEA1F048;Matthias;2;62;male;2011
DEA1F048;Maxim;2;62;male;2011
DEA1F048;Michael;2;62;male;2011
DEA1F048;Milan;2;62;male;2011
DEA1F048;Niclas;2;62;male;2011
DEA1F048;Onur;2;62;male;2011
DEA1F048;Oskar;2;62;male;2011
DEA1F048;Patrick;2;62;male;2011
DEA1F048;Phillip;2;62;male;2011
DEA1F048;Robert;2;62;male;2011
DEA1F048;Samet;2;62;male;2011
DEA1F048;Semih;2;62;male;2011
DEA1F048;Steffen;2;62;male;2011
DEA1F048;Theodor;2;62;male;2011
DEA1F048;Thomas;2;62;male;2011
DEA1F048;Til;2;62;male;2011
DEA1F048;Ömer;2;62;male;2011
DEA1F048;Aaron;1;105;male;2011
DEA1F048;Abdelmalik;1;105;male;2011
DEA1F048;Abebayehu;1;105;male;2011
DEA1F048;Adam;1;105;male;2011
DEA1F048;Adem;1;105;male;2011
DEA1F048;Adriano;1;105;male;2011
