NUTS;GIVENNAME;COUNT;RANKING;SEX;YEAR
DEA1F048;Marie;26;1;female;2007
DEA1F048;Sophie;16;2;female;2007
DEA1F048;Lena;11;3;female;2007
DEA1F048;Emma;10;4;female;2007
DEA1F048;Hannah;10;4;female;2007
DEA1F048;Anna;9;6;female;2007
DEA1F048;Mia;8;7;female;2007
DEA1F048;Leonie;7;8;female;2007
DEA1F048;Fiona;6;9;female;2007
DEA1F048;Lara;6;9;female;2007
DEA1F048;Maria;6;9;female;2007
DEA1F048;Sina;6;9;female;2007
DEA1F048;Alina;5;13;female;2007
DEA1F048;Emily;5;13;female;2007
DEA1F048;Hanna;5;13;female;2007
DEA1F048;Johanna;5;13;female;2007
DEA1F048;Jule;5;13;female;2007
DEA1F048;Julia;5;13;female;2007
DEA1F048;Lea;5;13;female;2007
DEA1F048;Lisa;5;13;female;2007
DEA1F048;Magdalena;5;13;female;2007
DEA1F048;Paula;5;13;female;2007
DEA1F048;Charlotte;4;23;female;2007
DEA1F048;Christin;4;23;female;2007
DEA1F048;Fee;4;23;female;2007
DEA1F048;Laura;4;23;female;2007
DEA1F048;Lia;4;23;female;2007
DEA1F048;Luisa;4;23;female;2007
DEA1F048;Maja;4;23;female;2007
DEA1F048;Pauline;4;23;female;2007
DEA1F048;Sofie;4;23;female;2007
DEA1F048;Zoe;4;23;female;2007
DEA1F048;Celina;3;33;female;2007
DEA1F048;Christina;3;33;female;2007
DEA1F048;Emilia;3;33;female;2007
DEA1F048;Emy;3;33;female;2007
DEA1F048;Eva;3;33;female;2007
DEA1F048;Franziska;3;33;female;2007
DEA1F048;Jana;3;33;female;2007
DEA1F048;Jasmin;3;33;female;2007
DEA1F048;Josephine;3;33;female;2007
DEA1F048;Leni;3;33;female;2007
DEA1F048;Lilly;3;33;female;2007
DEA1F048;Lotta;3;33;female;2007
DEA1F048;Nele;3;33;female;2007
DEA1F048;Alicia;2;46;female;2007
DEA1F048;Amelie;2;46;female;2007
DEA1F048;Amy;2;46;female;2007
DEA1F048;Anastasia;2;46;female;2007
DEA1F048;Angelina;2;46;female;2007
DEA1F048;Anna-Maria;2;46;female;2007
DEA1F048;Annika;2;46;female;2007
DEA1F048;Antonia;2;46;female;2007
DEA1F048;Carlotta;2;46;female;2007
DEA1F048;Celine;2;46;female;2007
DEA1F048;Chantal;2;46;female;2007
DEA1F048;Elisa;2;46;female;2007
DEA1F048;Elisabeth;2;46;female;2007
DEA1F048;Finja;2;46;female;2007
DEA1F048;Greta;2;46;female;2007
DEA1F048;Helîn;2;46;female;2007
DEA1F048;Ida;2;46;female;2007
DEA1F048;Ina;2;46;female;2007
DEA1F048;Jolie;2;46;female;2007
DEA1F048;Julie;2;46;female;2007
DEA1F048;Katharina;2;46;female;2007
DEA1F048;Kiara;2;46;female;2007
DEA1F048;Kristin;2;46;female;2007
DEA1F048;Lina;2;46;female;2007
DEA1F048;Lucia;2;46;female;2007
DEA1F048;Lucie;2;46;female;2007
DEA1F048;Luna;2;46;female;2007
DEA1F048;Malea;2;46;female;2007
DEA1F048;Mara;2;46;female;2007
DEA1F048;Marlene;2;46;female;2007
DEA1F048;Maya;2;46;female;2007
DEA1F048;Melisa;2;46;female;2007
DEA1F048;Melissa;2;46;female;2007
DEA1F048;Mira;2;46;female;2007
DEA1F048;Nelly;2;46;female;2007
DEA1F048;Nina;2;46;female;2007
DEA1F048;Samira;2;46;female;2007
DEA1F048;Sarah;2;46;female;2007
DEA1F048;Selma;2;46;female;2007
DEA1F048;Sophia;2;46;female;2007
DEA1F048;Sultan;2;46;female;2007
DEA1F048;Svea;2;46;female;2007
DEA1F048;Theresa;2;46;female;2007
DEA1F048;Tuana;2;46;female;2007
DEA1F048;Vanessa;2;46;female;2007
DEA1F048;Victoria;2;46;female;2007
DEA1F048;Viktoria;2;46;female;2007
DEA1F048;Aaliya;1;93;female;2007
DEA1F048;Adelina;1;93;female;2007
DEA1F048;Alba;1;93;female;2007
DEA1F048;Albinota;1;93;female;2007
DEA1F048;Alejna;1;93;female;2007
DEA1F048;Alessia;1;93;female;2007
DEA1F048;Aleyna;1;93;female;2007
DEA1F048;Alice;1;93;female;2007
DEA1F048;Alissa;1;93;female;2007
DEA1F048;Alyssa;1;93;female;2007
DEA1F048;Amanda;1;93;female;2007
DEA1F048;Amy-Lynn;1;93;female;2007
DEA1F048;Angela;1;93;female;2007
DEA1F048;Ann-Elise;1;93;female;2007
DEA1F048;Anna-Sophie;1;93;female;2007
DEA1F048;Annalena;1;93;female;2007
DEA1F048;Anne;1;93;female;2007
DEA1F048;Anneke;1;93;female;2007
DEA1F048;Annette;1;93;female;2007
DEA1F048;Annica;1;93;female;2007
DEA1F048;Ariana;1;93;female;2007
DEA1F048;Asya;1;93;female;2007
DEA1F048;Aurora;1;93;female;2007
DEA1F048;Aurélie;1;93;female;2007
DEA1F048;Aylin;1;93;female;2007
DEA1F048;Ayşe;1;93;female;2007
DEA1F048;Ayşen;1;93;female;2007
DEA1F048;Berra;1;93;female;2007
DEA1F048;Birte;1;93;female;2007
DEA1F048;Blerina;1;93;female;2007
DEA1F048;Bêrîtan;1;93;female;2007
DEA1F048;Carla;1;93;female;2007
DEA1F048;Catharina;1;93;female;2007
DEA1F048;Celina-Sophie;1;93;female;2007
DEA1F048;Ceyda;1;93;female;2007
DEA1F048;Ceylan;1;93;female;2007
DEA1F048;Chandani;1;93;female;2007
DEA1F048;Chayenne;1;93;female;2007
DEA1F048;Chiara;1;93;female;2007
DEA1F048;Ciara;1;93;female;2007
DEA1F048;Clara;1;93;female;2007
DEA1F048;Clarissa;1;93;female;2007
DEA1F048;Cosmea;1;93;female;2007
DEA1F048;Dalila;1;93;female;2007
DEA1F048;Dana;1;93;female;2007
DEA1F048;Denise;1;93;female;2007
DEA1F048;Desiré;1;93;female;2007
