NUTS;GIVENNAME;COUNT;RANKING;SEX;YEAR
DEA14;Sophie;32;1;female;2015
DEA14;Marie;31;2;female;2015
DEA14;Anna;23;3;female;2015
DEA14;Sophia;21;4;female;2015
DEA14;Johanna;17;5;female;2015
DEA14;Emilia;15;6;female;2015
DEA14;Luisa;15;6;female;2015
DEA14;Maria;15;6;female;2015
DEA14;Emma;14;9;female;2015
DEA14;Laura;14;9;female;2015
DEA14;Mia;14;9;female;2015
DEA14;Sofia;13;12;female;2015
DEA14;Emily;12;13;female;2015
DEA14;Charlotte;9;14;female;2015
DEA14;Hannah;9;14;female;2015
DEA14;Lea;9;14;female;2015
DEA14;Lena;9;14;female;2015
DEA14;Leonie;9;14;female;2015
DEA14;Lia;9;14;female;2015
DEA14;Clara;8;20;female;2015
DEA14;Ida;8;20;female;2015
DEA14;Mara;8;20;female;2015
DEA14;Mila;8;20;female;2015
DEA14;Elisabeth;7;24;female;2015
DEA14;Julia;7;24;female;2015
DEA14;Paula;7;24;female;2015
DEA14;Amelie;6;27;female;2015
DEA14;Elif;6;27;female;2015
DEA14;Elisa;6;27;female;2015
DEA14;Josefine;6;27;female;2015
DEA14;Lara;6;27;female;2015
DEA14;Lina;6;27;female;2015
DEA14;Lotta;6;27;female;2015
DEA14;Mina;6;27;female;2015
DEA14;Sofie;6;27;female;2015
DEA14;Victoria;6;27;female;2015
DEA14;Alina;5;37;female;2015
DEA14;Aurora;5;37;female;2015
DEA14;Daria;5;37;female;2015
DEA14;Elena;5;37;female;2015
DEA14;Estelle;5;37;female;2015
DEA14;Eva;5;37;female;2015
DEA14;Greta;5;37;female;2015
DEA14;Katharina;5;37;female;2015
DEA14;Luise;5;37;female;2015
DEA14;Maya;5;37;female;2015
DEA14;Nele;5;37;female;2015
DEA14;Nur;5;37;female;2015
DEA14;Paulina;5;37;female;2015
DEA14;Aleyna;4;50;female;2015
DEA14;Ella;4;50;female;2015
DEA14;Emilie;4;50;female;2015
DEA14;Hanna;4;50;female;2015
